PERSON_TYPE,PERSON_AGE,PERSON_INJURY,EJECTION,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PERSON_SEX
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Severe Bleeding,M
Occupant,51-70,Killed,,,,,,,,
Occupant,21-50,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Internal,M
Pedestrian,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,51-70,Injured,Not Ejected,Shoulder - Upper Arm,Driver,Lap Belt,,,Complaint of Pain or Nausea,F
Occupant,51-70,Killed,,,,,,,,
Occupant,71-100,Killed,Not Ejected,Head,Driver,None,,,Severe Bleeding,M
Occupant,21-50,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,Not Ejected,Entire Body,Driver,Lap Belt & Harness,,,None Visible,F
Occupant,0-20,Killed,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Killed,Not Ejected,Head,Driver,Air Bag Deployed,,,Internal,M
Pedestrian,71-100,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,71-100,Injured,Not Ejected,Head,Driver,Lap Belt & Harness,,,None Visible,M
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Occupant,0-20,Injured,Not Ejected,Unknown,"Middle rear seat, or passenger lying across a seat",Child Restraint Only,,,Unknown,F
Occupant,0-20,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Occupant,21-50,Killed,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Pedestrian,51-70,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,51-70,Killed,,Chest,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Internal,M
Bicyclist,21-50,Killed,Ejected,Entire Body,Driver,None,,,Severe Bleeding,M
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Internal,M
Occupant,21-50,Injured,Not Ejected,Neck,Right rear passenger or motorcycle sidecar passenger,Unknown,,,Complaint of Pain or Nausea,F
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,Not Ejected,Entire Body,Driver,Air Bag Deployed,,,Internal,M
Pedestrian,51-70,Killed,Does Not Apply,Head,Does Not Apply,-,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Severe Bleeding,F
Bicyclist,51-70,Injured,Ejected,Entire Body,Driver,None,,,Complaint of Pain or Nausea,M
Pedestrian,51-70,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Severe Bleeding,F
Occupant,51-70,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Crush Injuries,M
Pedestrian,71-100,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Other Actions in Roadway,Fracture - Distorted - Dislocation,M
Occupant,51-70,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,,,,,,,,
Occupant,0-20,Killed,,,,,,,,
Occupant,51-70,Killed,Not Ejected,Chest,Driver,Lap Belt & Harness,,,Internal,M
Occupant,21-50,Injured,Not Ejected,Face,Driver,Unknown,,,Minor Bleeding,M
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Does Not Apply,Severe Bleeding,F
Occupant,,Killed,Not Ejected,Head,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Unknown,,,Internal,M
Occupant,51-70,Killed,,,,,,,,
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Internal,F
Pedestrian,0-20,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Emerging from in Front of/Behind Parked Vehicle,Complaint of Pain or Nausea,F
Occupant,21-50,Killed,Not Ejected,Head,Driver,Lap Belt & Harness,,,Severe Bleeding,M
Occupant,21-50,Injured,Not Ejected,Head,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,0-20,Killed,,,,,,,,
Occupant,,Killed,Trapped,Entire Body,"Front passenger, if two or more persons, including the driver, are in the front seat",Air Bag Deployed/Lap Belt/Harness,,,Internal,M
Pedestrian,71-100,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Internal,F
Occupant,51-70,Killed,Not Ejected,Entire Body,Driver,None,,,Internal,M
Pedestrian,71-100,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Internal,F
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, Marked Crosswalk",Minor Bleeding,M
Pedestrian,51-70,Injured,,Back,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain,M
Occupant,51-70,Injured,,,,,,,,
Pedestrian,21-50,Injured,,Abdomen - Pelvis,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain or Nausea,F
Occupant,0-20,Injured,Not Ejected,Back,Driver,Lap Belt,,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Occupant,0-20,Injured,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Neck,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt,,,Complaint of Pain,F
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Unknown,None,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Riding/Walking Along Highway With Traffic,None Visible,M
Occupant,21-50,Killed,Trapped,Head,Driver,None,,,Severe Bleeding,F
Occupant,51-70,Injured,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Occupant,,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Whiplash,M
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,0-20,Injured,,,,,,,,
Occupant,21-50,Killed,Not Ejected,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,M
Occupant,21-50,Killed,,,,,,,,
Bicyclist,0-20,Killed,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",None,,,None Visible,M
Pedestrian,71-100,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Head,"Middle rear seat, or passenger lying across a seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,0-20,Injured,,,,,,,,
Pedestrian,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,51-70,Injured,,,,,,,,
Pedestrian,21-50,Injured,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Internal,F
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Killed,Ejected,Entire Body,Driver,Helmet (Motorcycle Only),,,Internal,M
Pedestrian,51-70,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Getting On/Off Vehicle Other Than School Bus,Complaint of Pain,M
Pedestrian,21-50,Injured,Not Ejected,Elbow-Lower-Arm-Hand,Unknown,None,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unknown,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,Not Ejected,Hip-Upper Leg,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,0-20,Killed,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Unknown,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Unknown,M
Pedestrian,21-50,Injured,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Pedestrian,71-100,Killed,,Head,,,Unknown,Unknown,Severe Bleeding,M
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Severe Bleeding,F
Bicyclist,21-50,Injured,Not Ejected,Neck,Driver,None,,,None Visible,M
Occupant,51-70,Injured,Not Ejected,Neck,Driver,Lap Belt,,,None Visible,F
Pedestrian,0-20,Injured,,,,,,,,
Occupant,0-20,Killed,Not Ejected,Chest,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,None Visible,M
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,Not Ejected,Head,Driver,Air Bag Deployed/Lap Belt/Harness,,,Severe Bleeding,M
Pedestrian,21-50,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,F
Occupant,0-20,Killed,Ejected,Head,Driver,None,,,Internal,F
Occupant,51-70,Killed,,,,,,,,
Pedestrian,21-50,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,M
Occupant,71-100,Injured,Not Ejected,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Whiplash,M
Pedestrian,21-50,Injured,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",Contusion - Bruise,M
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Head,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,51-70,Killed,Not Ejected,Entire Body,Driver,Lap Belt & Harness,,,Severe Bleeding,F
Pedestrian,21-50,Injured,,Elbow-Lower-Arm-Hand,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,F
Occupant,21-50,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Occupant,21-50,Injured,Not Ejected,Head,"Middle rear seat, or passenger lying across a seat",None,,,Complaint of Pain or Nausea,M
Pedestrian,51-70,Injured,,,,,,,,
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Fracture - Distorted - Dislocation,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,51-70,Killed,,Face,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Abrasion,M
Occupant,21-50,Killed,Not Ejected,Entire Body,Driver,Lap Belt & Harness,,,Crush Injuries,M
Occupant,71-100,Injured,Not Ejected,Head,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Bicyclist,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Occupant,0-20,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Complaint of Pain,M
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Air Bag Deployed/Lap Belt,,,Complaint of Pain,M
Occupant,51-70,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Severe Bleeding,M
Occupant,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Occupant,71-100,Killed,Not Ejected,Head,Driver,None,,,Complaint of Pain,F
Bicyclist,21-50,Injured,Not Ejected,Neck,Driver,Helmet/Other (In-Line Skater/Bicyclist),,,Complaint of Pain or Nausea,M
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Chest,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Pushing/Working on Car,Internal,M
Pedestrian,71-100,Killed,,Back,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Internal,F
Occupant,51-70,Killed,Not Ejected,Chest,Driver,Unknown,,,Internal,M
Pedestrian,71-100,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, or Crosswalk",Internal,M
Pedestrian,51-70,Killed,,,,,,,,
Bicyclist,21-50,Killed,Ejected,Head,Driver,None,,,Severe Bleeding,M
Pedestrian,51-70,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain or Nausea,M
Pedestrian,51-70,Killed,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Elbow-Lower-Arm-Hand,Driver,Lap Belt,,,Abrasion,M
Pedestrian,21-50,Injured,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,71-100,Killed,,Back,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Fracture - Distorted - Dislocation,M
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Pedestrian,21-50,Injured,,,,,,,,
Occupant,51-70,Killed,,,,,,,,
Bicyclist,0-20,Injured,Ejected,Entire Body,Driver,None,,,Complaint of Pain or Nausea,M
Occupant,0-20,Injured,Not Ejected,Unknown,"Middle rear seat, or passenger lying across a seat",Child Restraint Only,,,Unknown,M
Occupant,51-70,Injured,,,,,,,,
Pedestrian,51-70,Injured,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Pedestrian,21-50,Injured,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Head,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Whiplash,M
Occupant,51-70,Injured,Not Ejected,Shoulder - Upper Arm,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,0-20,Injured,Not Ejected,Unknown,"Middle front seat, or passenger lying across a seat",Lap Belt & Harness,,,None Visible,F
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,None Visible,F
Occupant,21-50,Injured,Not Ejected,Hip-Upper Leg,Right rear passenger or motorcycle sidecar passenger,None,,,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Whiplash,F
Pedestrian,,Killed,Not Ejected,Head,Unknown,None,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Internal,M
Bicyclist,21-50,Killed,Ejected,Head,Driver,None,,,Complaint of Pain or Nausea,M
Pedestrian,21-50,Killed,,Unknown,,,Does Not Apply,Not in Roadway,Unknown,F
Bicyclist,0-20,Injured,Ejected,Hip-Upper Leg,Driver,None,,,Complaint of Pain,M
Occupant,21-50,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Internal,M
Occupant,21-50,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Occupant,21-50,Killed,Not Ejected,Head,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Internal,F
Occupant,21-50,Killed,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Entire Body,Driver,Unknown,,,Complaint of Pain or Nausea,M
Pedestrian,71-100,Killed,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,F
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, or Crosswalk",Severe Bleeding,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Pedestrian,71-100,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Fracture - Distorted - Dislocation,M
Pedestrian,21-50,Injured,,Elbow-Lower-Arm-Hand,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Minor Bleeding,M
Pedestrian,21-50,Killed,,Chest,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain,M
Occupant,51-70,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Occupant,51-70,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,51-70,Killed,,,,,,,,
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Fracture - Distorted - Dislocation,F
Occupant,0-20,Injured,Not Ejected,Entire Body,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Air Bag Deployed/Lap Belt/Harness,,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,,,,,,,,
Bicyclist,21-50,Injured,Ejected,Back,Driver,None,,,Complaint of Pain or Nausea,M
Pedestrian,0-20,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Bicyclist,21-50,Injured,,,,,,,,
Pedestrian,21-50,Injured,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Occupant,0-20,Injured,Ejected,Head,Driver,None,,,Moderate Burn,M
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,Ejected,Entire Body,Driver,Helmet (Motorcycle Only),,,Fracture - Distorted - Dislocation,M
Occupant,21-50,Injured,Not Ejected,Unknown,Driver,Air Bag Deployed,,,None Visible,M
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, or Crosswalk",Minor Bleeding,F
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,Driver,Unknown,,,Contusion - Bruise,F
Occupant,0-20,Injured,Not Ejected,Shoulder - Upper Arm,Right rear passenger or motorcycle sidecar passenger,Unknown,,,None Visible,F
Occupant,21-50,Killed,,,,,,,,
Occupant,0-20,Killed,Ejected,Head,Driver,None,,,Severe Bleeding,M
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Severe Bleeding,M
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Head,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Occupant,21-50,Injured,Not Ejected,Entire Body,Driver,Lap Belt,,,None Visible,M
Occupant,51-70,Injured,Not Ejected,Neck,Right rear passenger or motorcycle sidecar passenger,None,,,Complaint of Pain,M
Occupant,71-100,Killed,Not Ejected,Unknown,Driver,Lap Belt & Harness,,,Internal,M
Pedestrian,21-50,Injured,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Occupant,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,71-100,Killed,Not Ejected,Entire Body,Driver,Air Bag Deployed,,,Internal,F
Occupant,71-100,Injured,,,,,,,,
Occupant,51-70,Injured,,,,,,,,
Pedestrian,51-70,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Internal,M
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,0-20,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Not in Roadway,Severe Bleeding,F
Occupant,51-70,Killed,Ejected,Head,Driver,None,,,Severe Bleeding,M
Occupant,51-70,Injured,Not Ejected,Back,Driver,Unknown,,,Complaint of Pain or Nausea,F
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Complaint of Pain,M
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Killed,Not Ejected,Entire Body,Driver,Lap Belt & Harness,,,Internal,M
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,51-70,Injured,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Entire Body,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Unknown,,,Complaint of Pain or Nausea,F
Pedestrian,0-20,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Internal,F
Occupant,71-100,Killed,Not Ejected,Entire Body,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt,,,None Visible,F
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,0-20,Injured,,,,,,,,
Pedestrian,0-20,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",Severe Bleeding,M
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Back,Driver,Unknown,,,Complaint of Pain or Nausea,M
Bicyclist,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Head,Driver,Lap Belt,,,Minor Bleeding,M
Pedestrian,51-70,Killed,,,,,,,,
Occupant,71-100,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Not in Roadway,Unknown,M
Occupant,51-70,Injured,Not Ejected,Chest,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,F
Occupant,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",Internal,F
Pedestrian,0-20,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Face,Driver,Lap Belt & Harness,,,Contusion - Bruise,F
Bicyclist,21-50,Injured,,,,,,,,
Bicyclist,21-50,Injured,Ejected,Elbow-Lower-Arm-Hand,Driver,Helmet (Motorcycle Only),,,Complaint of Pain,M
Pedestrian,51-70,Injured,,,,,,,,
Occupant,21-50,Killed,Ejected,Head,Driver,None,,,Internal,M
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Severe Burn,F
Pedestrian,51-70,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, Marked Crosswalk",Internal,F
Pedestrian,0-20,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Head,Right rear passenger or motorcycle sidecar passenger,None,,,Minor Bleeding,M
Occupant,0-20,Killed,,,,,,,,
Bicyclist,0-20,Killed,,,,,,,,
Bicyclist,0-20,Injured,Ejected,Elbow-Lower-Arm-Hand,Driver,Unknown,,,Abrasion,M
Pedestrian,0-20,Injured,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Occupant,0-20,Killed,,,,,,,,
Occupant,21-50,Killed,Not Ejected,Does Not Apply,Driver,Unknown,,,Does Not Apply,M
Pedestrian,0-20,Injured,,Face,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Minor Bleeding,M
Pedestrian,0-20,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Face,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Bicyclist,0-20,Injured,,,,,,,,
Pedestrian,0-20,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Severe Bleeding,F
Occupant,21-50,Killed,Not Ejected,Knee-Lower Leg Foot,Driver,None,,,Fracture - Dislocation,M
Occupant,21-50,Injured,,,,,,,,
Occupant,51-70,Killed,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Neck,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Unknown,,,Complaint of Pain,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Severe Bleeding,M
Occupant,51-70,Killed,Not Ejected,Head,Driver,Unknown,,,Internal,M
Pedestrian,0-20,Injured,,Back,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Complaint of Pain or Nausea,M
Pedestrian,0-20,Injured,,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unknown,Complaint of Pain,M
Occupant,51-70,Killed,Not Ejected,Does Not Apply,Driver,Unknown,,,Does Not Apply,M
Occupant,71-100,Killed,Ejected,Unknown,Driver,Unknown,,,Unknown,M
Occupant,21-50,Injured,Not Ejected,Entire Body,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",None,,,None Visible,F
Occupant,71-100,Killed,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Contusion - Bruise,M
Pedestrian,51-70,Killed,Ejected,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Complaint of Pain or Nausea,M
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,0-20,Injured,,,,,,,,
Pedestrian,0-20,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain,M
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Head,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,0-20,Injured,,,,,,,,
Occupant,0-20,Killed,,,,,,,,
Occupant,51-70,Killed,Ejected,Entire Body,Driver,Helmet (Motorcycle Only),,,Amputation,M
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Internal,M
Occupant,21-50,Killed,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
